Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
66,08:40:24,504,sun,young,5,9829.0,0,-0.629,0.0188,105,0.432,2.22,30.72,6,1.42,1,2.84,29.62,30.72,29.55,52.94,53.85,21.722,22.355,51.72,53.22,400.0,2001,17,99.25,6.28,0.247,1.0,-0.22,2.74,1.00,0.00,0.16,111135,OK
67,08:42:22,504,sun,young,5,9946.5,0,-0.361,0.019,127,0.439,2.23,30.76,6,1.42,1,2.84,29.64,30.76,29.55,100.58,101.06,21.715,22.359,51.66,53.19,399.9,2000,18,99.25,6.24,0.243,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
68,08:44:03,504,sun,young,5,10048.0,0,-0.124,0.019,155,0.439,2.23,30.75,6,1.42,1,2.84,29.64,30.75,29.55,150.03,150.12,21.727,22.370,51.66,53.18,399.9,2000,14,99.24,6.16,0.24,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
69,08:46:08,504,sun,young,5,10173.0,0,0.24,0.0196,221,0.451,2.22,30.74,6,1.42,1,2.84,29.63,30.74,29.55,250.37,249.84,21.726,22.387,51.68,53.26,399.9,2000,20,99.24,5.75,0.249,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
70,08:47:59,504,sun,young,5,10284.0,0,0.664,0.0191,282,0.443,2.24,30.82,6,1.42,1,2.84,29.66,30.82,29.55,350.87,349.64,21.772,22.421,51.72,53.27,400.0,1999,14,99.24,5.09,0.243,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
71,08:49:51,504,sun,young,5,10396.0,0,1.45,0.0197,412,0.457,2.23,30.82,6,1.42,1,2.84,29.65,30.82,29.55,550.66,548.10,21.829,22.499,51.88,53.47,400.0,2000,20,99.23,3.38,0.25,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
72,08:51:46,504,sun,young,5,10510.5,0,2.12,0.0202,554,0.466,2.23,30.83,6,1.42,1,2.84,29.66,30.83,29.55,751.30,747.59,21.864,22.547,51.93,53.56,400.0,2000,20,99.23,1.2,0.245,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
73,08:53:31,504,sun,young,5,10615.5,0,2.83,0.0202,690,0.468,2.24,30.87,6,1.42,1,2.84,29.67,30.87,29.55,950.41,945.49,21.900,22.586,51.97,53.60,399.9,2000,12,99.23,-1.42,0.248,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
74,08:55:25,504,sun,young,5,10730.0,0,3.46,0.0204,835,0.468,2.22,30.81,6,1.42,1,2.84,29.66,30.81,29.55,1150.78,1144.78,21.943,22.629,52.10,53.73,399.9,2001,14,99.23,-4.31,0.252,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
75,08:57:17,504,sun,young,5,10842.0,0,4.1,0.0203,975,0.465,2.21,30.79,6,1.42,1,2.84,29.66,30.79,29.55,1350.23,1343.14,21.958,22.639,52.15,53.77,400.0,2001,11,99.23,-7.35,0.243,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
76,08:59:12,504,sun,young,5,10957.0,0,4.71,0.0206,1.13E+03,0.473,2.22,30.82,6,1.42,1,2.84,29.67,30.82,29.55,1550.74,1542.59,21.973,22.666,52.17,53.81,400.0,2001,13,99.22,-10.7,0.251,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
77,09:01:02,504,sun,young,5,11067.0,0,5.21,0.0209,1.28E+03,0.479,2.21,30.80,6,1.42,1,2.84,29.66,30.80,29.55,1749.42,1740.36,21.972,22.674,52.18,53.85,400.0,2001,11,99.22,-14.2,0.257,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
78,09:03:00,504,sun,young,5,11184.5,0,6.02,0.0209,1.46E+03,0.475,2.2,30.74,6,1.42,1,2.84,29.63,30.74,29.55,1999.62,1989.17,21.947,22.644,52.21,53.86,400.0,2000,15,99.22,-18.7,0.255,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
79,09:05:08,504,sun,young,5,11313.0,0,6.76,0.0211,1.65E+03,0.477,2.19,30.70,6,1.42,1,2.84,29.63,30.70,29.54,2250.92,2239.17,21.921,22.621,52.15,53.82,400.0,2000,18,99.22,-23.6,0.259,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
