Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
29,11:59:19,504,sun,mature,5,6537.0,0,8.38,0.18,294,3.99,2.26,29.84,6,1.42,1,2.84,30.01,29.84,29.95,400.04,385.17,13.928,19.800,32.34,45.98,400.0,1999,13,99.01,7.37,-0.15,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
30,12:01:27,504,sun,mature,5,6669.5,0,0.45,0.173,91.1,3.87,2.28,29.86,6,1.42,1,2.84,30.03,29.86,29.94,100.28,99.03,13.987,19.672,32.45,45.65,400.1,1999,13,99.01,5.75,-0.146,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
31,12:03:27,504,sun,mature,5,6789.5,0,-0.93,0.167,57.9,3.78,2.29,29.88,6,1.42,1,2.84,30.03,29.88,29.94,49.47,50.58,14.032,19.584,32.54,45.42,400.1,2000,14,99.01,5.19,-0.145,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
32,12:05:28,504,sun,mature,5,6910.5,0,0.669,0.162,89.1,3.69,2.31,29.91,6,1.42,1,2.84,30.04,29.91,29.95,101.23,99.68,14.062,19.494,32.61,45.21,400.1,1999,14,99,5.64,-0.14,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
33,12:07:40,504,sun,mature,5,7043.0,0,1.65,0.157,123,3.59,2.31,29.89,6,1.42,1,2.84,30.05,29.89,29.94,149.42,146.16,14.107,19.381,32.69,44.91,400.0,1999,14,99,6.77,-0.14,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
34,12:09:43,504,sun,mature,5,7166.0,0,4.4,0.152,187,3.5,2.33,29.91,6,1.42,1,2.84,30.09,29.91,29.94,251.45,243.56,14.161,19.305,32.74,44.63,400.1,1999,14,98.99,7.1,-0.136,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
35,12:11:43,504,sun,mature,5,7285.5,0,6.82,0.147,249,3.43,2.34,29.96,6,1.42,1,2.84,30.09,29.96,29.94,349.47,337.50,14.210,19.248,32.85,44.50,400.0,2001,14,98.99,7.45,-0.128,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
36,12:13:43,504,sun,mature,5,7405.5,0,10.8,0.142,386,3.35,2.37,30.03,6,1.42,1,2.84,30.10,30.03,29.94,549.32,530.46,14.256,19.179,32.92,44.29,400.1,2001,15,98.98,7.8,-0.126,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
37,12:15:43,504,sun,mature,5,7525.5,0,14.3,0.138,528,3.27,2.38,30.05,6,1.42,1,2.84,30.11,30.05,29.95,750.22,725.25,14.300,19.109,33.02,44.13,400.1,2000,14,98.98,7.34,-0.123,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
38,12:17:53,504,sun,mature,5,7655.5,0,17.1,0.132,721,3.15,2.39,30.05,6,1.42,1,2.84,30.12,30.05,29.95,1000.48,970.21,14.346,18.984,33.09,43.79,400.0,1999,14,98.98,6.67,-0.116,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
39,12:19:53,504,sun,mature,5,7775.5,0,18.6,0.139,953,3.02,2.19,29.13,6,1.42,1,2.84,30.14,29.13,29.95,1249.50,1216.05,14.381,18.819,33.14,43.36,400.1,1999,14,98.97,4.52,-0.117,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
40,12:22:14,504,sun,mature,5,7917.0,0,20,0.118,1.13E+03,2.87,2.43,30.08,6,1.42,1,2.84,30.16,30.08,29.94,1499.79,1463.51,14.437,18.656,33.22,42.93,400.1,2000,11,98.96,2.01,-0.108,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
41,12:24:34,504,sun,mature,5,8057.0,0,20.8,0.108,1.33E+03,2.69,2.47,30.17,6,1.42,1,2.84,30.16,30.17,29.94,1750.11,1712.01,14.498,18.465,33.36,42.49,400.1,1999,13,98.95,-0.999,-0.0986,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
42,12:26:35,504,sun,mature,5,8178.0,0,21.4,0.1,1.54E+03,2.52,2.5,30.17,6,1.42,1,2.84,30.19,30.17,29.95,1999.03,1959.55,14.543,18.254,33.41,41.94,400.1,1999,13,98.95,-4.9,-0.102,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
43,12:28:45,504,sun,mature,5,8308.0,0,22.1,0.0919,1.73E+03,2.35,2.53,30.20,6,1.42,1,2.84,30.19,30.20,29.94,2249.45,2208.53,14.571,18.025,33.46,41.40,400.1,1999,13,98.95,-9.36,-0.0949,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
