Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
63,12:25:32,500,sun,young,1,9774.5,0,-0.589,0.0139,163,0.338,2.35,30.41,6,1.42,1,2.84,29.65,30.41,29.55,99.2,100.03,19.833,20.329,46.99,48.17,400,2000,3,98.95,5.81,0.208,0.5,-0.22,2.74,1,0,0.16,111115,OK
64,12:27:31,500,sun,young,1,9893.5,0,-0.575,0.0135,116,0.332,2.36,30.44,6,1.42,1,2.84,29.65,30.44,29.55,50.57,51.41,19.799,20.287,46.92,48.07,399.9,2000,3,98.96,5.85,0.205,1,-0.22,2.74,1,0,0.16,111135,OK
65,12:29:08,500,sun,young,1,9990,0,-0.372,0.0138,139,0.338,2.36,30.42,6,1.42,1,2.84,29.65,30.42,29.55,99.91,100.42,19.766,20.263,46.85,48.03,400.2,2000,3,98.96,5.76,0.202,1,-0.22,2.74,1,0,0.16,111135,OK
66,12:31:00,500,sun,young,1,10102,0,-0.168,0.0145,164,0.356,2.36,30.41,6,1.42,1,2.84,29.64,30.41,29.55,151.06,151.23,19.72,20.243,46.76,48,400,2000,3,98.97,5.63,0.205,1,-0.22,2.74,1,0,0.16,111135,OK
67,12:32:32,500,sun,young,1,10194.5,0,0.205,0.0152,220,0.374,2.36,30.42,6,1.42,1,2.84,29.64,30.42,29.55,251.34,250.89,19.691,20.24,46.7,48.01,399.9,2000,3,98.96,5.05,0.205,0.5,-0.22,2.74,1,0,0.16,111135,OK
68,12:34:15,500,sun,young,1,10297.5,0,0.628,0.0161,275,0.391,2.35,30.36,6,1.42,1,2.84,29.63,30.36,29.55,351.01,349.86,19.669,20.245,46.66,48.03,400,2000,3,98.96,4.34,0.203,0.5,-0.22,2.74,1,0,0.16,111115,OK
69,12:36:08,500,sun,young,1,10410.5,0,1.38,0.0174,402,0.424,2.35,30.39,6,1.42,1,2.84,29.64,30.39,29.55,550.61,548.19,19.659,20.281,46.62,48.1,400,2000,3,98.95,2.41,0.211,0.8,-0.22,2.74,1,0,0.16,111125,OK
70,12:38:02,500,sun,young,1,10524.5,0,2.38,0.0183,512,0.448,2.36,30.42,6,1.42,1,2.84,29.64,30.42,29.55,749.94,745.87,19.634,20.293,46.57,48.13,400,2000,3,98.96,0.0796,0.207,0.8,-0.22,2.74,1,0,0.16,111125,OK
71,12:39:55,500,sun,young,1,10637.5,0,3.47,0.0195,628,0.475,2.35,30.41,6,1.42,1,2.84,29.64,30.41,29.55,951.22,945.34,19.617,20.316,46.53,48.18,400,2000,3,98.96,-2.68,0.209,0.8,-0.22,2.74,1,0,0.16,111125,OK
72,12:42:23,500,sun,young,1,10785.5,0,4.6,0.02,734,0.486,2.35,30.41,6,1.42,1,2.84,29.64,30.41,29.55,1149.29,1141.56,19.631,20.346,46.54,48.24,400,2000,3,98.97,-5.69,0.21,0.8,-0.22,2.74,1,0,0.16,111115,OK
73,12:44:23,500,sun,young,1,10905.5,0,5.84,0.0209,849,0.511,2.36,30.46,6,1.42,1,2.84,29.65,30.46,29.55,1349.93,1340.15,19.641,20.392,46.55,48.33,400,2000,3,98.97,-8.86,0.212,0.8,-0.22,2.74,1,0,0.16,111115,OK
74,12:46:16,500,sun,young,1,11018,0,7.18,0.0219,962,0.532,2.34,30.41,6,1.42,1,2.84,29.64,30.41,29.55,1550.89,1538.89,19.622,20.403,46.53,48.38,400,2000,3,98.96,-12.4,0.22,0.8,-0.22,2.74,1,0,0.16,111115,OK
75,12:48:03,500,sun,young,1,11125,0,8.48,0.0225,1.07E+03,0.543,2.33,30.37,6,1.42,1,2.84,29.63,30.37,29.55,1750.27,1736.14,19.603,20.401,46.51,48.41,400,2001,3,98.96,-15.9,0.221,0.8,-0.22,2.74,1,0,0.16,111115,OK
76,12:49:45,500,sun,young,1,11227,0,9.44,0.0224,1.19E+03,0.539,2.32,30.33,6,1.42,1,2.84,29.62,30.33,29.55,1950.78,1935.06,19.598,20.39,46.52,48.4,400,2001,3,98.96,-19.6,0.23,0.8,-0.22,2.74,1,0,0.16,111115,OK
77,12:51:55,500,sun,young,1,11357,0,10.8,0.0233,1.32E+03,0.56,2.32,30.31,6,1.42,1,2.84,29.61,30.31,29.55,2149.86,2131.89,19.558,20.381,46.46,48.41,399.9,2001,3,98.95,-23.6,0.186,0.5,-0.22,2.74,1,0,0.16,111115,OK
78,12:53:51,500,sun,young,1,11473,0,11.8,0.0235,1.45E+03,0.562,2.31,30.26,6,1.42,1,2.84,29.6,30.26,29.55,2350,2330.29,19.51,20.337,46.37,48.33,399.7,2000,3,98.95,-27.8,0.188,0.5,-0.22,2.74,1,0,0.16,111115,OK
