Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
46,12:38:14,500,shade,mature,7,9966.5,0,-0.638,0.0146,118,0.332,2.18,31.70,6,1.42,1,2.84,30.22,31.70,29.94,49.50,50.43,24.885,25.370,57.08,58.20,400.1,1500,4,98.98,4.59,-0.257,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
47,12:40:42,500,shade,mature,7,10115.0,0,-0.268,0.0154,123,0.351,2.18,31.71,6,1.42,1,2.84,30.22,31.71,29.94,99.19,99.54,24.906,25.419,57.12,58.30,400.1,1499,3,98.98,5.07,-0.263,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,12:43:09,500,shade,mature,7,10261.5,0,0.15,0.0163,130,0.37,2.17,31.67,6,1.42,1,2.84,30.21,31.67,29.94,150.36,150.05,24.894,25.434,57.15,58.39,400.1,1500,2,98.98,5.5,-0.267,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,12:45:37,500,shade,mature,7,10410.0,0,0.784,0.0178,171,0.401,2.15,31.62,6,1.42,1,2.84,30.20,31.62,29.94,250.98,249.66,24.853,25.438,57.08,58.43,400.1,1500,7,98.97,6.18,-0.258,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,12:48:04,500,shade,mature,7,10556.5,0,1.63,0.0187,198,0.42,2.16,31.62,6,1.42,1,2.84,30.19,31.62,29.94,350.56,347.90,24.837,25.452,57.06,58.47,400.1,1500,5,98.97,6.41,-0.257,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,12:50:32,500,shade,mature,7,10705.0,0,3.38,0.0195,252,0.437,2.15,31.58,6,1.42,1,2.84,30.18,31.58,29.94,550.31,544.88,24.790,25.429,57.00,58.47,400.1,1501,2,98.96,6.48,-0.261,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,12:53:00,500,shade,mature,7,10853.0,0,4.81,0.0199,335,0.444,2.14,31.53,6,1.42,1,2.84,30.16,31.53,29.95,750.46,742.75,24.731,25.380,56.91,58.41,400.1,1501,7,98.96,5.86,-0.263,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,12:55:28,500,shade,mature,7,11001.0,0,6.19,0.02,466,0.446,2.14,31.55,6,1.42,1,2.84,30.17,31.55,29.94,999.64,989.69,24.727,25.379,56.86,58.36,400.1,1501,6,98.96,4.55,-0.258,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,12:57:56,500,shade,mature,7,11149.0,0,7.78,0.019,548,0.429,2.16,31.62,6,1.42,1,2.84,30.20,31.62,29.94,1250.84,1238.37,24.770,25.396,56.86,58.30,400.0,1499,27,98.95,2.11,-0.254,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,13:00:24,500,shade,mature,7,11297.0,0,8.63,0.0178,665,0.404,2.18,31.70,6,1.42,1,2.84,30.23,31.70,29.94,1500.37,1486.52,24.814,25.405,56.88,58.23,400.1,1499,133,98.95,-0.39,-0.257,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,13:02:52,500,shade,mature,7,11445.0,0,9.49,0.0165,764,0.378,2.19,31.77,6,1.42,1,2.84,30.25,31.77,29.94,1749.70,1734.48,24.916,25.468,57.04,58.30,400.1,1500,185,98.95,-4.11,-0.252,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
57,13:05:20,500,shade,mature,7,11592.5,0,10.1,0.0153,865,0.352,2.21,31.86,6,1.42,1,2.84,30.28,31.86,29.94,1998.85,1982.61,25.063,25.577,57.26,58.44,400.1,1499,504,98.94,-8.18,-0.253,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
58,13:07:47,500,shade,mature,7,11739.5,0,10.8,0.0144,965,0.332,2.22,31.94,6,1.42,1,2.84,30.31,31.94,29.94,2249.53,2232.23,25.222,25.707,57.53,58.64,400.1,1499,187,98.94,-12.8,-0.248,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
