Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
3,11:06:36,caferana,shade,y1,1,3607.5,0,-0.797,0.0339,86.8,0.766,2.19,31.14,6,1.42,1,2.84,30.06,31.14,30.03,49.85,51.37,22.214,23.708,51.66,55.14,300.2,1501,24,99.4,4.61,-0.42,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
4,11:08:56,caferana,shade,y1,1,3747.5,0,-0.619,0.0338,126,0.758,2.17,31.13,6,1.42,1,2.84,30.05,31.13,30.03,99.88,100.96,22.355,23.834,52.02,55.46,300.2,1501,17,99.4,5.06,-0.422,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,11:10:45,caferana,shade,y1,1,3856.5,0,-0.39,0.0339,164,0.758,2.17,31.13,6,1.42,1,2.84,30.05,31.13,30.03,150.07,150.62,22.444,23.922,52.22,55.66,300.2,1501,17,99.39,5.36,-0.424,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,11:12:07,caferana,shade,y1,1,3938.5,0,0.158,0.0337,233,0.748,2.16,31.10,6,1.42,1,2.84,30.04,31.10,30.03,250.22,249.53,22.491,23.950,52.35,55.75,300.2,1501,22,99.39,5.64,-0.431,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,11:13:47,caferana,shade,y1,1,4038.5,0,0.579,0.0332,309,0.735,2.15,31.08,6,1.42,1,2.84,30.03,31.08,30.03,350.15,348.48,22.543,23.976,52.49,55.83,300.2,1501,18,99.39,5.73,-0.432,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,11:16:07,caferana,shade,y1,1,4178.5,0,1.15,0.0321,471,0.713,2.15,31.10,6,1.42,1,2.84,30.04,31.10,30.03,550.15,547.08,22.593,23.984,52.60,55.84,300.2,1501,32,99.39,5.06,-0.434,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,11:18:23,caferana,shade,y1,1,4314.5,0,1.76,0.0305,628,0.678,2.15,31.08,6,1.42,1,2.84,30.03,31.08,30.03,750.10,745.57,22.628,23.951,52.70,55.78,300.2,1501,18,99.39,3.76,-0.433,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,11:20:33,caferana,shade,y1,1,4445.5,0,2.14,0.0289,842,0.641,2.15,31.05,6,1.42,1,2.84,30.03,31.05,30.03,999.95,994.40,22.659,23.909,52.77,55.68,300.2,1501,30,99.39,1.25,-0.439,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,11:22:48,caferana,shade,y1,1,4579.5,0,2.5,0.0278,1.06E+03,0.615,2.15,31.04,6,1.42,1,2.84,30.02,31.04,30.03,1250.01,1243.48,22.693,23.894,52.86,55.66,300.2,1501,14,99.38,-2.05,-0.437,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,11:24:50,caferana,shade,y1,1,4701.5,0,3.07,0.027,1.26E+03,0.6,2.15,31.05,6,1.42,1,2.84,30.04,31.05,30.03,1500.22,1492.30,22.731,23.902,52.92,55.64,300.2,1500,15,99.38,-6.05,-0.44,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,11:26:20,caferana,shade,y1,1,4791.5,0,3.55,0.0265,1.47E+03,0.589,2.15,31.05,6,1.42,1,2.84,30.04,31.05,30.03,1750.07,1740.93,22.772,23.920,52.98,55.65,300.2,1500,18,99.37,-10.9,-0.445,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
14,11:28:44,caferana,shade,y1,1,4935.5,0,3.29,0.026,1.72E+03,0.578,2.15,31.09,6,1.42,1,2.84,30.07,31.09,30.03,1999.90,1991.03,22.848,23.974,53.09,55.71,300.2,1499,35,99.37,-16.2,-0.445,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
