Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
14,11:13:20,504,sun,mature,4,3759.5,0,3.25,0.043,257,1.25,2.84,30.40,6,1.42,1,2.84,30.09,30.40,30.13,400.19,394.58,13.445,15.292,31.14,35.42,400.1,2000,24,99.21,-3.79,0.0285,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
15,11:15:42,504,sun,mature,4,3906.5,0,0.0106,0.0445,94.5,1.29,2.83,30.40,6,1.42,1,2.84,30.09,30.40,30.13,99.69,99.48,13.478,15.382,31.22,35.62,400.1,1999,24,99.2,1.18,0.0283,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
16,11:17:41,504,sun,mature,4,4025.5,0,-0.535,0.0464,65.6,1.34,2.82,30.39,6,1.42,1,2.84,30.09,30.39,30.13,48.87,49.57,13.492,15.469,31.26,35.84,400.0,1999,24,99.2,1.7,0.0235,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
17,11:19:41,504,sun,mature,4,4146.0,0,0.113,0.0485,90.9,1.4,2.82,30.41,6,1.42,1,2.84,30.09,30.41,30.13,99.51,99.13,13.509,15.571,31.28,36.06,400.0,1999,25,99.2,1.2,0.0277,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
18,11:21:40,504,sun,mature,4,4264.5,0,0.676,0.0501,121,1.45,2.82,30.47,6,1.42,1,2.84,30.11,30.47,30.13,150.42,149.09,13.540,15.675,31.33,36.27,400.0,1999,24,99.19,0.611,0.0282,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
19,11:23:39,504,sun,mature,4,4383.5,0,1.97,0.0517,176,1.48,2.81,30.46,6,1.42,1,2.84,30.11,30.46,30.13,251.48,247.97,13.567,15.756,31.40,36.46,400.0,2001,24,99.19,-1.02,0.0292,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
20,11:25:39,504,sun,mature,4,4504.0,0,2.97,0.0519,239,1.49,2.82,30.51,6,1.42,1,2.84,30.12,30.51,30.13,350.63,345.40,13.615,15.818,31.49,36.58,400.0,2001,24,99.19,-2.8,0.0318,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
21,11:27:38,504,sun,mature,4,4622.5,0,4.89,0.0507,364,1.46,2.82,30.49,6,1.42,1,2.84,30.11,30.49,30.13,550.40,541.87,13.638,15.790,31.55,36.52,400.0,2001,24,99.19,-7.03,0.0331,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,11:29:37,504,sun,mature,4,4741.5,0,6.37,0.0473,491,1.37,2.83,30.50,6,1.42,1,2.84,30.12,30.50,30.13,749.91,738.84,13.656,15.674,31.58,36.25,400.0,2000,15,99.19,-11.9,0.047,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
23,11:31:39,504,sun,mature,4,4863.5,0,7.7,0.0421,651,1.23,2.86,30.54,6,1.42,1,2.84,30.13,30.54,30.13,999.80,986.42,13.692,15.511,31.64,35.84,400.0,2000,24,99.19,-18.5,0.0514,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
24,11:33:39,504,sun,mature,4,4983.5,0,8.63,0.0377,817,1.11,2.87,30.54,6,1.42,1,2.84,30.13,30.54,30.13,1251.38,1236.38,13.705,15.345,31.66,35.45,400.0,2000,24,99.19,-25.6,0.0534,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
25,11:35:40,504,sun,mature,4,5105.0,0,9.34,0.0345,987,1.02,2.88,30.52,6,1.42,1,2.84,30.13,30.52,30.13,1499.89,1483.60,13.721,15.228,31.71,35.19,400.0,2000,24,99.19,-33,0.0625,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
26,11:37:39,504,sun,mature,4,5223.5,0,9.8,0.0321,1.17E+03,0.957,2.9,30.59,6,1.42,1,2.84,30.14,30.59,30.13,1751.10,1733.92,13.727,15.140,31.70,34.96,400.0,2000,24,99.18,-40.8,0.0671,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
27,11:39:38,504,sun,mature,4,5342.5,0,10.3,0.0298,1.35E+03,0.896,2.92,30.62,6,1.42,1,2.84,30.15,30.62,30.13,2000.35,1982.28,13.747,15.071,31.73,34.78,399.9,2000,24,99.18,-49,0.0757,0.2,-0.22,2.74,1.00,0.00,0.16,111115,OK
28,11:41:42,504,sun,mature,4,5466.5,0,10.7,0.0273,1.51E+03,0.82,2.92,30.58,6,1.42,1,2.84,30.14,30.58,30.13,2249.27,2230.46,13.771,14.983,31.79,34.59,400.0,2000,25,99.18,-57.4,0.0822,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
