Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
2,09:30:59,9,sun,mature,2,639.5,0,0.0224,0.0369,92.6,1.11,2.94,30.19,6,1.42,1,2.84,30.16,30.19,30.13,98.39,98.19,12.158,13.801,28.05,31.84,399.9,2000,46,99.2,1.98,0.059,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
3,09:32:59,9,sun,mature,2,759.5,0,-0.525,0.0394,68.9,1.18,2.93,30.22,6,1.42,1,2.84,30.17,30.22,30.13,49.60,50.29,12.214,13.963,28.16,32.19,400.0,2000,103,99.21,2.37,0.0569,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
4,09:35:00,9,sun,mature,2,880.5,0,0.236,0.043,86.1,1.28,2.92,30.25,6,1.42,1,2.84,30.20,30.25,30.13,100.07,99.52,12.268,14.166,28.24,32.61,400.0,1999,336,99.21,1.96,0.0547,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
5,09:37:00,9,sun,mature,2,1000.0,0,0.952,0.0472,110,1.4,2.9,30.28,6,1.42,1,2.84,30.22,30.28,30.13,150.40,148.66,12.320,14.387,28.33,33.09,400.0,2000,4,99.21,1.49,0.0538,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
6,09:39:00,9,sun,mature,2,1120.5,0,2.76,0.0515,151,1.51,2.87,30.25,6,1.42,1,2.84,30.21,30.25,30.13,251.72,247.02,12.362,14.594,28.44,33.58,400.0,2001,4,99.21,-0.00488,0.0486,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
7,09:41:00,9,sun,mature,2,1240.5,0,4.55,0.0554,197,1.61,2.85,30.24,6,1.42,1,2.84,30.20,30.24,30.13,350.94,343.29,12.415,14.794,28.57,34.05,400.0,2001,59,99.21,-1.68,0.0425,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
8,09:43:03,9,sun,mature,2,1363.5,0,8,0.0587,296,1.69,2.83,30.20,6,1.42,1,2.84,30.20,30.20,30.13,550.75,537.39,12.468,14.960,28.70,34.43,400.0,2001,15,99.21,-5.55,0.044,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
9,09:45:07,9,sun,mature,2,1487.5,0,10.9,0.0587,404,1.69,2.83,30.24,6,1.42,1,2.84,30.21,30.24,30.13,750.43,732.27,12.529,15.026,28.83,34.58,400.0,2001,20,99.21,-10,0.0414,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
10,09:47:10,9,sun,mature,2,1610.0,0,13.3,0.0564,557,1.63,2.84,30.28,6,1.42,1,2.84,30.22,30.28,30.13,1000.09,977.69,12.611,15.020,29.00,34.54,400.3,2000,17,99.21,-16.3,0.0502,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
11,09:49:25,9,sun,mature,2,1745.5,0,15.1,0.0519,705,1.51,2.85,30.29,6,1.42,1,2.84,30.22,30.29,30.13,1249.96,1224.47,12.704,14.933,29.20,34.33,399.9,2000,7,99.22,-23,0.0508,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
12,09:51:35,9,sun,mature,2,1875.0,0,16.2,0.0473,862,1.39,2.87,30.31,6,1.42,1,2.84,30.23,30.31,30.13,1501.02,1473.63,12.773,14.821,29.36,34.06,399.9,2000,8,99.22,-30.2,0.0557,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
13,09:53:35,9,sun,mature,2,1995.5,0,16.8,0.0434,1.03E+03,1.28,2.88,30.33,6,1.42,1,2.84,30.23,30.33,30.13,1750.24,1721.81,12.826,14.715,29.47,33.81,399.9,1999,5,99.23,-37.8,0.0625,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
14,09:55:35,9,sun,mature,2,2115.5,0,16.9,0.0396,1.2E+03,1.17,2.9,30.35,6,1.42,1,2.84,30.24,30.35,30.13,1999.88,1971.08,12.858,14.595,29.54,33.53,400.0,1999,5,99.23,-45.6,0.0661,0.2,-0.22,2.74,1.00,0.00,0.16,111115,OK
15,09:57:41,9,sun,mature,2,2241.5,0,16.8,0.0362,1.38E+03,1.08,2.92,30.41,6,1.42,1,2.84,30.25,30.41,30.13,2250.59,2221.75,12.893,14.496,29.60,33.27,400.0,2001,5,99.23,-53.8,0.0677,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
