Obs,HHMMSS,tree_number,sun_or_shade,leaf_age,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
47,14:24:38,9,shade,young,8,13007.0,0,-0.545,0.0713,108,1.55,2.13,30.61,6,1.42,1,2.84,30.07,30.61,30.13,98.63,99.21,20.734,23.007,47.98,53.25,400.1,1500,15,99,1.68,0.245,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
48,14:26:50,9,shade,young,8,13139.0,0,-1.06,0.0696,74.3,1.52,2.15,30.65,6,1.42,1,2.84,30.07,30.65,30.13,50.10,51.57,20.759,22.994,48.03,53.20,399.9,1500,13,98.99,2.09,0.254,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
49,14:29:02,9,shade,young,8,13271.0,0,-0.498,0.069,109,1.51,2.14,30.61,6,1.42,1,2.84,30.07,30.61,30.13,99.99,100.51,20.780,22.988,48.08,53.19,400.0,1500,10,98.99,1.61,0.256,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
50,14:31:14,9,shade,young,8,13403.0,0,0.0302,0.0678,145,1.48,2.14,30.62,6,1.42,1,2.84,30.07,30.62,30.13,151.16,150.78,20.802,22.975,48.13,53.15,400.0,1501,5,98.99,0.988,0.262,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
51,14:33:26,9,shade,young,8,13535.0,0,1.03,0.0666,216,1.46,2.14,30.60,6,1.42,1,2.84,30.07,30.60,30.13,251.21,249.12,20.798,22.931,48.12,53.06,399.9,1501,5,98.98,-0.387,0.267,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
52,14:35:38,9,shade,young,8,13667.0,0,1.87,0.0649,289,1.42,2.14,30.56,6,1.42,1,2.84,30.06,30.56,30.13,350.52,346.98,20.796,22.873,48.16,52.97,400.0,1501,8,98.98,-2.05,0.266,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
53,14:37:50,9,shade,young,8,13798.5,0,3.44,0.0637,439,1.39,2.14,30.56,6,1.42,1,2.84,30.06,30.56,30.13,550.60,544.30,20.800,22.843,48.16,52.89,399.9,1501,11,98.98,-6.06,0.276,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
54,14:40:04,9,shade,young,8,13933.0,0,4.72,0.0622,595,1.36,2.14,30.54,6,1.42,1,2.84,30.05,30.54,30.13,751.09,742.50,20.789,22.782,48.17,52.79,400.0,1500,7,98.97,-10.5,0.277,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
55,14:42:18,9,shade,young,8,14067.0,0,5.98,0.061,797,1.33,2.13,30.49,6,1.42,1,2.84,30.03,30.49,30.13,999.70,988.76,20.773,22.726,48.17,52.70,400.0,1500,8,98.97,-16.6,0.273,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
56,14:44:32,9,shade,young,8,14201.0,0,6.94,0.0604,1.01E+03,1.32,2.14,30.49,6,1.42,1,2.84,30.03,30.49,30.13,1250.05,1237.19,20.759,22.695,48.13,52.62,399.9,1500,9,98.97,-23.2,0.281,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
57,14:46:44,9,shade,young,8,14333.0,0,7.74,0.0594,1.23E+03,1.3,2.14,30.48,6,1.42,1,2.84,30.02,30.48,30.13,1501.50,1486.99,20.748,22.653,48.13,52.55,400.0,1500,10,98.96,-30.3,0.285,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
58,14:48:56,9,shade,young,8,14465.0,0,8.08,0.0591,1.46E+03,1.3,2.14,30.49,6,1.42,1,2.84,30.03,30.49,30.13,1750.97,1735.47,20.724,22.626,48.06,52.47,400.1,1500,14,98.96,-37.5,0.288,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
59,14:51:08,9,shade,young,8,14596.5,0,8.66,0.0582,1.67E+03,1.29,2.16,30.54,6,1.42,1,2.84,30.04,30.54,30.13,1999.56,1982.74,20.698,22.585,47.96,52.34,400.0,1500,20,98.95,-44.9,0.288,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
60,14:53:25,9,shade,young,8,14734.0,0,9.14,0.0575,1.9E+03,1.28,2.17,30.56,6,1.42,1,2.84,30.04,30.56,30.13,2249.81,2231.82,20.675,22.549,47.90,52.24,400.0,1500,28,98.95,-52.7,0.296,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
