Obs,HHMMSS,tree_,sun_or_shade,leaf_age,leaf_no,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,column_for_Exclude_pts
21,06:50:16,504,sun,young,2,3220.5,0,-0.763,0.0376,83.8,0.824,2.13,30.12,6,1.42,1,2.84,29.46,30.12,29.55,52.36,53.43,20.499,21.709,49.29,52.20,400.0,2001,3,99.32,6.63,0.178,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
22,06:51:49,504,sun,young,2,3313.5,0,-0.359,0.0405,110,0.876,2.11,30.05,6,1.42,1,2.84,29.45,30.05,29.55,98.84,99.24,20.498,21.784,49.32,52.42,400.0,2001,4,99.32,6.54,0.174,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
23,06:53:24,504,sun,young,2,3408.5,0,0.134,0.0441,140,0.948,2.1,30.05,6,1.42,1,2.84,29.46,30.05,29.55,150.30,149.89,20.505,21.896,49.31,52.66,400.0,2001,3,99.32,6.44,0.177,1.0,-0.22,2.74,1.00,0.00,0.16,111115,OK
24,06:55:32,504,sun,young,2,3537.0,0,1,0.0491,208,1.04,2.07,30.00,6,1.42,1,2.84,29.44,30.00,29.55,251.08,249.19,20.498,22.026,49.34,53.02,400.0,2001,3,99.32,6,0.168,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
25,06:57:16,504,sun,young,2,3640.5,0,1.9,0.053,279,1.11,2.06,29.98,6,1.42,1,2.84,29.44,29.98,29.55,351.26,347.83,20.495,22.130,49.34,53.28,400.0,2001,2,99.31,5.37,0.171,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
26,06:59:10,504,sun,young,2,3754.5,0,3.62,0.0573,426,1.2,2.06,30.02,6,1.42,1,2.84,29.46,30.02,29.55,551.48,545.07,20.490,22.253,49.28,53.52,400.0,2001,2,99.31,3.65,0.168,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
27,07:01:08,504,sun,young,2,3872.5,0,4.96,0.0609,586,1.27,2.05,30.05,6,1.42,1,2.84,29.47,30.05,29.55,750.52,741.66,20.507,22.374,49.28,53.77,400.0,2000,4,99.31,1.47,0.169,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
28,07:02:56,504,sun,young,2,3980.5,0,6.21,0.0633,750,1.32,2.05,30.06,6,1.42,1,2.84,29.48,30.06,29.55,950.34,939.16,20.516,22.448,49.29,53.93,400.0,2000,3,99.31,-1.14,0.164,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
29,07:04:52,504,sun,young,2,4097.5,0,7.13,0.0654,926,1.35,2.03,30.02,6,1.42,1,2.84,29.47,30.02,29.55,1151.32,1138.32,20.537,22.517,49.34,54.10,399.9,2000,3,99.31,-4.1,0.168,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
30,07:06:45,504,sun,young,2,4210.0,0,7.83,0.0662,1.1E+03,1.37,2.04,30.07,6,1.42,1,2.84,29.47,30.07,29.55,1349.96,1335.46,20.554,22.566,49.38,54.22,400.0,2000,3,99.31,-7.09,0.167,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
31,07:08:42,504,sun,young,2,4326.5,0,8.53,0.0671,1.28E+03,1.39,2.03,30.07,6,1.42,1,2.84,29.49,30.07,29.55,1550.46,1534.47,20.588,22.621,49.43,54.31,400.0,2000,4,99.31,-10.5,0.163,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
32,07:10:32,504,sun,young,2,4436.5,0,9.19,0.0678,1.46E+03,1.4,2.02,30.06,6,1.42,1,2.84,29.48,30.06,29.55,1749.45,1732.03,20.611,22.657,49.49,54.40,400.0,2000,6,99.31,-14,0.168,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
33,07:12:38,504,sun,young,2,4562.5,0,9.88,0.0682,1.68E+03,1.4,2.02,30.05,6,1.42,1,2.84,29.48,30.05,29.55,2001.08,1982.10,20.632,22.685,49.54,54.47,400.0,1999,3,99.31,-18.8,0.17,0.5,-0.22,2.74,1.00,0.00,0.16,111115,OK
34,07:14:47,504,sun,young,2,4691.5,0,10.4,0.0689,1.91E+03,1.41,2.02,30.05,6,1.42,1,2.84,29.49,30.05,29.55,2250.67,2230.36,20.663,22.733,49.59,54.56,400.0,1999,6,99.31,-23.6,0.17,0.8,-0.22,2.74,1.00,0.00,0.16,111115,OK
